Na I;Na II;H I;O I;O II;N II;Si II;Cu I;Ca II;C II;Type
163298.4322;2082.83363;4570.875302;4578.597284;24397.10552;7450.273652;3398.574622;2461.544206;28174.52254;0;5
87488.00101;7604.029975;5779.95097;10018.95627;3248.861223;45805.40505;24289.89129;2617.545863;2275.49783;0;5
122920.5952;8055.247838;27933.64009;3765.758498;253.0401485;16345.90949;4683.3572;1691.01853;9748.062074;0;5
20685.09176;1462.88699;14788.50338;1164.471867;16701.06256;14903.33275;8157.792478;7350.407057;29745.57025;0;5
204239.6602;482.4041232;7650.796331;368.7666328;9066.46479;42591.13568;20511.34388;4584.121602;8737.91901;0;5
14025.18064;14322.43997;8940.156732;9107.420522;20371.10931;29832.93478;13212.05465;823.7588656;25930.84132;0;5
40468.04086;6701.88712;8435.984735;4327.965567;1422.776075;11006.48355;20313.04398;24704.66061;147.985464;0;5
153496.8489;4218.151148;4166.691226;10438.39538;7625.682988;22985.37906;3941.406478;6761.673078;9874.547768;0;5
31584.65419;289.0254378;1253.754036;4241.715138;18854.50368;40608.67507;15890.95549;3090.8769;41261.72962;0;5
98393.29482;333.2618226;3180.379596;678.060414;16567.62405;11407.61043;5491.480188;6595.309932;4417.358966;0;5
30571.16144;7947.505482;15762.90921;796.4718805;17211.27896;58155.0124;16427.96882;5206.176237;39583.43093;0;5
93485.33431;2212.412706;25257.58285;6240.768382;23018.90182;44752.96453;10827.61917;16182.11027;15293.28154;0;5
58064.94029;3829.864918;14027.01053;13045.44846;693.9804796;14324.17326;12455.91349;11940.41052;13184.51364;0;5
3359.51866;6935.408228;142.0616668;3796.440856;6302.469473;14506.82951;6934.697383;11793.59312;277.89902;0;5
120242.0354;1264.9707;8066.376902;5351.444698;24947.02816;11372.25478;7581.521338;8044.096904;7059.00469;0;5
76336.19154;4109.673165;23620.49388;2321.297198;13189.91809;31545.62162;15937.2629;16888.31868;3441.791499;0;5
114687.4181;6829.066154;15622.91408;6332.761673;5943.730815;44741.84809;10187.75792;8604.120891;2215.596719;0;5
37624.91257;7710.169383;7013.4969;933.4144893;21676.0013;20803.8591;26310.92232;2816.796582;50277.0563;0;5
124588.2674;3695.265463;20043.57097;264.905809;6369.508634;41371.19845;10247.71124;7934.098008;6273.420357;0;5
171188.099;3673.772642;8329.319368;261.1085529;23726.87696;38492.35367;11114.33735;7906.708987;18607.7864;0;5
39146.00013;2271.913831;12984.37144;8578.428079;14803.623;9569.585305;5454.980663;3893.798044;35489.62385;0;5
174117.5417;4542.742994;749.0570216;2982.570102;2706.398619;44680.57777;6688.024116;16251.17241;4414.147189;0;5
41490.56048;3056.087276;26928.97127;11217.95164;15661.88654;30117.98388;26234.3875;18201.58971;20405.04211;0;5
131798.8521;9107.247229;10102.50034;2902.198837;1398.354619;22599.50148;23936.00027;14609.26006;19137.4542;0;5
148178.0142;2682.462552;18333.4691;7067.255447;767.8718504;19137.62736;4616.496346;3043.198417;60054.79999;0;5
237971.487;5794.139512;5211.80353;2352.146846;17170.29391;22381.60671;16126.44063;16140.42956;14495.2984;0;5
132007.7027;11478.65766;8797.042202;5665.686099;19410.48799;36617.74637;1973.7364;21479.6352;3787.048599;0;5
15969.55157;66.81996771;12314.36199;8225.764985;6815.069833;24629.54487;1490.860301;7338.544783;4349.185693;0;5
76304.76459;3197.543601;17644.26193;8481.412822;9041.891517;24801.966;13791.1102;3996.346607;10482.8552;0;5
21073.63777;416.0090292;9923.206428;7011.204334;11253.96091;5252.304378;15749.03349;839.8244997;46660.80097;0;5
9142.662238;9099.244153;9026.813108;6837.454189;11168.82313;21432.86882;44212.43758;17561.75758;10021.33096;0;5
81775.19664;6429.090982;3324.511995;6691.191999;16051.4323;14006.30924;25791.05726;14892.56393;11167.78188;0;5
66010.80623;7306.526035;12157.51301;13894.30442;508.2727999;17863.02884;11616.93709;21243.32038;28565.01981;0;5
180824.4941;6338.312247;16602.94559;1204.464721;12299.93182;20410.71262;4005.5304;7002.455464;10516.73448;0;5
48613.47986;1245.503919;5629.739917;11103.70806;4267.534316;4463.294948;29168.22023;10902.48078;883.1070996;0;5
35287.50135;2500.753274;2589.509733;11925.60252;17348.16012;21486.77499;7525.066873;3237.453384;2041.047983;0;5
138435.5137;516.6104781;20845.1397;6233.523352;8394.133688;37728.52506;16560.13178;5179.803623;38929.04133;0;5
9140.556758;2022.376734;19044.38146;6230.986625;10013.36454;40499.93629;5591.950173;4807.656099;19196.44533;0;5
202785.7246;7580.956601;3039.116944;7966.485898;7533.972145;18529.70412;7046.496937;3501.596824;12184.20409;0;5
22825.2594;2657.141175;4940.988538;1183.403483;15145.65562;26091.026;11731.38015;15.71610761;18352.15375;0;5
27632.13052;3167.281551;15017.77068;484.649656;15621.15088;4375.897788;20855.58976;13232.07486;15001.02039;0;5
66974.32591;6064.932492;7441.943602;2917.923001;13454.12725;49740.10083;9612.531982;15204.76015;30405.60691;0;5
22826.62181;7656.414629;16937.73059;6365.652913;8662.69141;71.545825;1093.387548;8871.366218;15131.64703;0;5
47358.14664;4786.040165;8698.081819;4097.521629;1517.944675;10054.34661;12139.94904;12296.35529;26654.31849;0;5
161436.2831;5527.665719;6444.135162;7552.253071;5135.413939;9074.330633;7068.365965;8203.878466;18645.65972;0;5
194803.3462;5150.3565;15067.38254;6870.040105;14195.88456;62176.04313;5499.599159;9247.88775;42520.91541;0;5
131499.6856;197.1213313;3013.760114;6210.62066;11249.94613;27627.4622;34726.8523;2933.877744;22429.50491;0;5
178249.2015;8415.972278;7502.012553;5016.537903;8698.600277;40689.88652;16649.87007;16256.50559;6628.242644;0;5
206661.7278;6959.292919;16637.46927;6275.954009;2074.678208;68257.87301;5052.041544;7906.843001;334.7084097;0;5
78825.60248;5688.355226;12136.00801;4216.575735;9588.253461;4715.410703;25300.60222;15044.32009;4639.40233;0;5
19884.77537;10201.37361;17423.48905;4358.647668;7781.665982;17489.23741;1275.704172;2983.605017;16637.46573;0;5
34105.52433;1086.895338;9414.669028;4037.796411;6756.217199;10977.02913;13301.72934;4401.643821;31743.22829;0;5
51022.2964;5331.143818;12467.71646;8474.059699;1543.691974;13795.38546;9687.035622;6196.944387;20424.91587;0;5
130132.2831;6661.842394;15736.55313;12467.02927;7631.616226;25004.05964;10962.81102;11685.76765;6226.716846;0;5
132019.9161;9000.561896;10415.48626;13848.34362;9143.636711;21105.03854;23315.22863;22193.23519;27821.0119;0;5
117070.2157;4914.513483;17315.7034;9216.629478;4067.674287;20017.95006;4609.030609;2301.209168;9223.688099;0;5
48866.4004;3127.560292;19271.40452;1194.46428;5647.157372;33929.13549;16222.53318;12538.244;18475.24476;0;5
73273.03989;795.850625;2949.131374;11577.93245;4679.725926;1323.039086;224.9869651;2321.604115;16197.28587;0;5
123303.4577;2756.667937;12839.40027;7734.527442;2956.599332;9874.228284;38221.92075;9001.981918;14859.92572;0;5
29305.64436;10090.40893;1309.793956;9.876714721;8721.734232;37493.09591;26996.41324;10039.97989;2287.621352;0;5
89043.60268;2160.582839;15996.70688;7215.519138;3378.505141;3654.082108;11024.56649;3701.632022;7923.130615;0;5
44637.45379;11824.42396;4268.872273;1893.035828;11172.22463;21526.97326;4406.837503;18686.42665;19942.61808;0;5
121749.0218;4940.899821;13618.82364;16498.49532;19261.90112;57829.4605;3252.905216;6165.19264;6455.535919;0;5
92956.48462;3435.7622;1647.976801;3286.176705;8080.219944;14194.75035;11986.61613;8939.431823;34370.95359;0;5
74826.76058;10081.71357;12960.83889;2684.119815;24885.13606;25500.86666;21226.62997;12684.21649;23666.08568;0;5
110802.8763;5148.888686;13408.86572;2266.00033;3752.623225;30837.45832;25017.23024;5208.200014;26951.35172;0;5
67025.6441;2089.89634;10274.28974;2366.259248;930.0595062;38158.44213;7418.541512;336.9003761;34128.14165;0;5
1822.174457;1282.512248;11687.97877;12166.10376;8810.015289;17792.29669;7805.137872;12158.79296;21566.70792;0;5
193697.1657;5817.510132;22659.56889;5971.048323;14255.00748;8242.597342;7.348619451;3354.704393;35711.97826;0;5
78271.88827;9702.375749;14951.32548;3557.01171;8140.848825;1825.489507;13612.34644;10707.49966;4351.275351;0;5
37622.58995;4536.780062;7286.872878;1438.804767;12509.60794;22855.94762;3854.988465;6651.191859;31210.27876;0;5
26414.7147;3031.067416;4684.330518;2193.185221;24802.78169;27955.19016;9305.793533;2067.345715;20166.50939;0;5
44983.32048;4323.996201;24844.96636;6750.346992;1850.196951;39950.59745;7692.110023;8128.23737;27833.45589;0;5
76964.33976;4328.277857;11004.01393;248.7742106;10514.61672;6074.588713;34805.89888;16074.34093;5665.185879;0;5
65434.15463;7243.065225;2765.209412;9155.342818;15833.09388;783.3872085;21762.07464;5364.196178;6041.855096;0;5
28370.70309;2249.896681;21519.60472;2979.965178;8797.547957;14511.02183;9870.883975;7921.976413;20289.63995;0;5
43621.24424;3560.040962;10000.75225;6147.330045;8394.773715;34734.33535;14094.04679;1409.261147;39978.3288;0;5
164448.3206;4084.392036;4569.952952;4300.644071;14310.79461;6334.928289;11830.85283;16429.69683;28649.78455;0;5
77570.7131;3828.471555;9927.348533;5510.307324;14294.51029;21272.72592;17844.23613;1183.772722;68962.35268;0;5
5849.994091;5379.802929;10436.09116;4794.702118;7934.666999;17633.19824;5554.745868;4456.935552;38695.39521;0;5
82989.1191;13155.22829;9228.999087;8585.170753;95.45100263;13858.2372;3437.91666;2971.024407;625.5032425;0;5
83157.48847;2270.637198;18311.72597;10319.97544;5567.297885;1147.439016;13314.26075;13639.35965;8120.132849;0;5
158725.7353;9222.172558;10894.24536;11641.52879;17587.42937;34321.39125;4002.423791;9200.985539;3186.67599;0;5
22812.93342;3177.355463;7893.598087;8659.384209;3032.397891;14238.87164;7120.639139;2577.456362;21571.42986;0;5
26063.38689;8143.284325;6098.221834;14588.88757;17904.33386;21973.27812;11198.53381;9945.271367;32785.95008;0;5
25130.64855;1343.303807;7263.830729;9175.844644;8397.090478;28096.01128;20115.6236;12821.59597;16076.18976;0;5
29778.71489;38.94845451;18586.57779;7085.537471;4319.463148;30242.55031;24852.9509;7973.33977;33874.88588;0;5
53673.21739;7555.830343;10063.38052;1162.671209;2261.142796;9730.334783;15627.88668;14825.22268;3265.074976;0;5
13954.67912;1419.269749;9379.124828;5974.16192;6726.502074;18406.96589;21552.24362;8178.253624;13057.06013;0;5
85746.94913;5438.478311;14330.57804;2240.054461;12921.25733;28934.69266;13069.59841;13657.36908;20632.82376;0;5
55603.72712;11191.78394;18400.89305;2313.618359;6499.770172;34618.70081;617.9946272;2124.408448;19058.97739;0;5
86172.20509;3063.846854;3923.25854;8602.456881;3115.687198;11291.23928;10218.1961;10513.69411;39714.58607;0;5
21291.67655;9317.874276;2641.728741;11061.97371;4804.706619;28783.08779;2022.581679;12398.57573;33661.76088;0;5
119057.9229;5312.713285;25309.67002;691.5017607;12768.3782;40170.28399;27248.01754;6959.13879;47336.32237;0;5
54172.17507;4532.262297;16602.83763;2998.392479;3009.705968;13617.59211;26053.46118;9922.455559;6553.130345;0;5
69705.93818;8171.271009;3211.718894;8226.273053;8353.869357;42258.33162;20929.00516;1032.008945;5402.113785;0;5
38511.78394;2165.388208;3502.20648;8932.138455;8109.668281;17722.06417;11038.06188;4388.298016;13164.05764;0;5
92201.07389;3969.132744;7557.231287;7248.361486;5239.163053;12467.01247;14539.95067;817.8295699;20320.25095;0;5
151078.5364;2647.206855;12364.26433;17081.00421;19076.5847;29776.54034;11178.66262;8196.22793;20945.38106;0;5
148896.3318;8371.273518;7565.589053;3284.098917;19025.39288;46351.02348;11084.41423;5763.894664;5269.804153;0;5
7095.394199;1576.651041;2050.386598;450.5529611;692.1942965;32221.03661;2670.246922;676.2447673;42675.39972;0;5
174578.5411;5430.230574;21518.31547;12289.21313;17.36537918;2651.051546;23746.61662;8942.48678;31525.76798;0;5
94450.66461;2373.638072;992.8558006;6689.276648;1762.4865;6109.261127;1853.585836;1370.911312;17752.74876;0;5
85940.88303;294.5982569;20619.6234;3593.449265;15852.94001;11420.87027;610.5015064;9394.00742;20519.23134;0;5
45844.80826;7855.899665;12224.18487;10623.73139;22027.89412;12235.19747;10521.02397;17946.02609;19260.52529;0;5
14227.19517;2313.408795;16898.05208;1286.565075;11343.57183;7399.40344;7461.326845;4063.711599;50921.81045;0;5
47069.89061;2270.65212;14270.31836;10939.90794;12609.08783;44805.05847;21572.71347;5346.052135;29942.55814;0;5
3987.808983;3556.626602;3424.559561;4523.038711;2363.540368;46886.30197;12374.6772;3674.442389;23327.33951;0;5
185455.3204;9208.255647;11903.37536;11179.62638;12733.36027;19290.36746;31989.5087;15057.70296;37835.6132;0;5
97335.54504;1114.822455;6610.49469;11133.35756;7457.736573;17866.51007;6044.341757;4043.773837;4921.733208;0;5
158774.0185;4143.410084;12333.02669;16280.57076;4424.605788;41937.1802;4189.096944;6826.165959;34169.86494;0;5
41215.16337;973.7165755;9872.588088;676.2040605;8251.725036;30301.59694;569.5630658;11846.77545;37978.7508;0;5
57085.79077;5859.695616;16547.6189;6641.493077;8240.840067;48881.1408;11954.71243;4247.734839;34802.20272;0;5
142351.4018;5914.298689;7117.049698;11706.81421;22572.32204;16691.70419;20425.00995;4171.80158;37506.30184;0;5
163303.6936;5370.71382;13799.25982;3379.118929;12804.66311;14075.2815;21514.47772;9460.384169;10814.04193;0;5
95141.19954;2751.352254;17049.07875;10667.21482;11882.4741;37161.61506;6383.86054;5559.604579;18438.16624;0;5
4947.595247;9936.339602;18305.20712;210.1976811;2922.385533;13857.94628;23578.89109;4526.640309;9482.718153;0;5
73665.69079;1629.352368;4249.741059;15834.52844;13626.35302;5048.169288;5537.66446;309.3601878;28923.90957;0;5
79022.55484;310.6235458;2397.995056;5485.522636;9996.994661;23902.6515;6870.936;1711.491772;7035.380029;0;5
106917.7912;1641.064981;14853.6925;886.0051164;1404.743931;29259.32624;10824.68866;2935.79593;27136.90216;0;5
68721.01453;9042.264949;8020.898497;711.0398918;15471.01013;3326.46556;8072.101167;11944.06622;3250.001302;0;5
20384.63615;220.9469028;12404.93411;3583.929316;3620.97672;17469.24593;11537.88502;7300.830951;14274.47219;0;5
122029.3107;3718.91451;18120.782;1366.596516;2954.644539;10452.74372;3156.698278;2592.713023;22512.28053;0;5
81745.44413;13941.57326;6900.234611;2350.025072;2565.27786;36852.71786;8454.955207;7450.800802;11024.65212;0;5
30109.76671;700.2241284;2113.860073;6644.128016;12360.30535;19632.33996;2062.385611;2061.358494;32205.24034;0;5
6672.295322;6515.16738;22671.48147;9721.720578;3007.429936;36209.16519;20105.40595;15692.60458;7355.625169;0;5
62161.91471;5818.98755;10069.56954;3125.979443;7795.234451;39641.79778;13225.92821;8.419950817;3513.191451;0;5
45037.22034;9688.28946;2454.922166;7286.070168;7523.184941;3239.497288;35695.19171;11444.52563;14683.36325;0;5
77168.4001;2119.08894;20266.96653;3253.5324;9049.780389;22550.11252;17066.08284;17976.71301;4070.40585;0;5
34910.67122;370.5887685;18373.9738;7464.563049;21586.68537;14095.34185;11510.633;5564.634264;25642.28475;0;5
169249.7685;11491.9939;4769.874443;8791.988495;7878.118108;22766.40465;31832.71712;3073.694548;38262.61942;0;5
30076.68881;144.8912133;17961.99093;1744.3361;16785.01392;13553.38402;675.5295948;1933.626894;5410.0473;0;5
150166.0484;612.4899108;2428.787466;1553.918187;11403.89884;36801.52345;2709.107057;15851.61514;41160.75061;0;5
119908.0395;3807.25127;4742.265856;9949.640675;19852.88482;19067.11516;12302.02619;9661.331873;42183.81331;0;5
17923.76334;8634.093731;12264.13807;11146.21347;15366.27739;44317.95689;6001.289821;3266.018928;7264.153859;0;5
124405.5461;1554.152887;15227.92815;9000.989429;14521.95815;4640.767397;5925.997964;2812.899106;15719.32482;0;5
187243.8875;2511.519443;14642.45944;2829.286848;3047.231325;6133.235589;9480.52637;4247.140896;26663.41531;0;5
89420.70428;6913.861197;15748.9596;897.8485331;20729.71014;21877.9427;27089.89612;3655.374628;6862.345524;0;5
158396.6583;4332.922866;4351.623755;840.2558753;21298.61293;17749.53128;540.6817817;16752.97684;20898.13431;0;5
151811.9167;7316.838317;30728.70808;13094.35411;8302.424121;31479.9211;2487.434775;4324.622057;18120.64535;0;5
7140.878665;7217.166047;11973.87471;16602.10645;4220.691978;16622.63084;8666.720059;3968.166815;31301.0538;0;5
13691.93789;4734.291688;241.0925488;14940.54495;177.9175061;27687.63966;11699.1605;3300.981598;17566.69633;0;5
18796.22052;6228.585426;14570.0407;3288.073183;3020.243874;5167.248316;20854.11062;2214.283642;2366.144567;0;5
87867.91321;6084.231589;6187.740241;6226.782759;5396.47146;53307.66855;12615.37926;2454.115853;20317.06628;0;5
16771.49576;1274.531314;2646.646518;8549.147225;9447.093167;22064.1958;10669.0012;5470.935894;8883.661118;0;5
50963.97237;5653.232922;26930.76765;1510.692813;7770.427936;11906.60836;19735.17821;875.9830696;10865.01167;0;5
117384.8476;8173.089807;604.4276895;11314.66835;13711.63953;34302.1189;30708.42225;2259.253191;10562.62148;0;5
89133.71702;2288.12989;4902.184569;1638.232744;3613.277694;22424.20726;1905.566414;20939.07238;8268.938082;0;5
42405.15012;286.93399;7920.234472;740.6190767;5023.667735;32124.62954;11137.36696;3296.937062;5492.563771;0;5
39464.13723;1961.9563;3699.146455;11279.74542;9124.559934;24743.67148;20738.65288;11458.6448;25172.3249;0;5
66200.9477;2255.172263;7625.699596;2868.144795;9583.79751;37031.50365;28929.11474;2351.052369;16861.25522;0;5
22209.69256;8785.095967;15141.39467;2758.027285;12688.56321;39846.46846;29693.15922;8224.268342;33230.04885;0;5
94846.19886;8345.827624;4100.581197;397.5024335;12212.8433;45570.27046;34633.77032;3717.545718;61779.6463;0;5
4966.767403;699.7483263;7254.135007;2844.49819;11099.47539;28128.82337;3649.689145;6690.346543;23714.7841;0;5
51472.8001;4751.36379;7478.173538;2375.293366;11403.10343;42352.7259;11042.30815;651.6380924;36629.9025;0;5
74739.14633;3446.889658;3368.411648;703.2911114;7487.583156;32941.00391;10708.46759;569.8295662;3362.841596;0;5
54692.11514;4139.490852;1722.507447;9781.292856;29696.98763;11201.68452;3206.766905;1912.147739;8329.005079;0;5
151390.7213;1465.941405;20864.7719;3686.129789;10340.49282;2234.776107;15603.95229;11398.72267;4530.196575;0;5
129251.3746;571.3044757;10624.61221;11241.53248;12955.53971;56478.73754;25523.47412;1671.886322;57720.01421;0;5
75759.57445;915.3232819;6002.916846;5651.339687;3528.456806;22197.53279;3804.105409;15062.4463;10794.24115;0;5
117523.7167;5537.916965;10443.17242;3169.804153;19292.64843;1826.96675;22808.9093;13741.49759;48123.80173;0;5
132686.9724;4975.608554;9658.939531;7924.419689;11229.00157;22974.11577;31509.96944;5455.952834;31371.06415;0;5
126610.7706;1486.120192;3209.093086;2204.27323;12517.31924;34764.57628;6208.110798;12490.82302;12523.93301;0;5
7671.854155;4169.796665;9641.063861;7030.565017;6138.733433;56222.38015;28644.2016;7440.023868;31245.62179;0;5
39399.36148;4556.144917;12407.82681;5886.139578;27865.49327;41159.15007;1054.642807;13294.6337;46576.18478;0;5
11638.40185;3674.884893;2389.590401;5056.742109;16209.71056;28212.1669;13617.90446;3038.028886;6834.261986;0;5
38187.78982;490.8489157;2589.349208;2030.346375;9824.476656;20183.38128;5831.873534;2832.968725;8672.665659;0;5
133179.6447;1832.551407;1386.490062;3556.034608;4387.400574;21258.2158;23703.14211;4999.279669;8623.766965;0;5
148165.9465;5047.255797;7477.398585;3606.730613;697.5051088;65247.47253;400.8462788;16825.02446;18611.09514;0;5
99162.4286;8226.546;7024.250727;6158.798444;5912.23742;12279.10107;15173.93589;19861.87552;27820.09932;0;5
65194.0877;7237.897325;28.22414431;6973.483819;23332.189;53499.06658;4451.497311;3726.522735;14895.54482;0;5
75270.12392;7442.534231;20233.79271;4073.729494;7401.918948;16999.35365;2658.37769;5383.274838;463.5141683;0;5
100409.139;6550.804934;15253.22589;977.204043;15859.04661;1828.042654;20791.14155;5230.163442;29186.46283;0;5
18878.61856;8818.318961;22556.00078;1261.344714;7231.273183;52991.61135;13765.12162;15576.26358;21174.60983;0;5
178528.582;4020.505064;14160.56719;1136.578904;11976.49565;8199.390133;14230.28635;6504.058153;105.0326186;0;5
134380.4799;2689.00961;3667.79799;893.6479763;6472.934017;45059.23358;3636.714951;2518.396588;26281.59861;0;5
93555.93901;7310.724871;15253.84142;14670.84503;20915.52639;34185.4155;14597.9148;2930.063672;20344.59916;0;5
44088.17494;1725.421448;25354.05312;7637.65346;4539.214758;9543.539055;17416.19109;13523.62286;11362.3023;0;5
61455.20708;8212.993915;5079.944161;1868.438733;8661.81746;27407.05536;17746.1582;10030.39986;6406.244737;0;5
113382.9154;22.76801076;7338.036909;7424.114828;17391.15752;80727.02131;9047.523545;17776.0568;22906.85813;0;5
29453.39188;3180.445475;2522.469103;6462.937121;19062.75473;63099.33434;7123.057832;4893.69114;34266.2653;0;5
45993.88371;12005.89043;16748.26886;273.8595755;16571.28219;71827.84373;25050.73951;14475.58278;45503.15986;0;5
86089.04828;8238.734784;19157.61327;13420.7915;20151.42311;40846.56216;1336.472993;2658.961787;35088.45083;0;5
135672.0326;9001.534275;4492.437063;1533.108574;37968.8552;41620.32952;21437.55848;6293.517206;21695.77642;0;5
50065.89239;1363.875217;11796.49324;5868.629174;5864.400436;39871.30046;18893.56427;11168.12541;43039.46173;0;5
94423.14734;3636.67985;18324.11736;309.4883231;4370.431108;40910.376;18381.15388;7985.635754;20420.70192;0;5
51712.50756;2661.618854;19040.54845;1539.22645;2834.051806;29605.095;12001.13288;4778.515679;17939.25896;0;5
60336.67451;8659.635683;1082.141422;12439.78581;14353.70522;19534.32809;10424.19797;4003.073595;21156.03189;0;5
135009.2608;5809.278904;3656.255303;7489.070134;6695.454596;12546.42067;21332.32189;16343.07784;32586.82241;0;5
28.89164905;7207.450288;10955.42572;4025.210369;244.7834556;4537.902909;3024.769196;7260.83947;34496.73013;0;5
48934.08328;526.6894085;6266.97661;5182.580539;2079.886474;17350.58981;6736.412929;18314.66088;29353.13105;0;5
109469.8783;8420.186525;15933.94204;495.0898084;8867.139047;10416.74411;16730.83986;1920.272793;12227.39279;0;5
80390.41133;2949.330874;14550.55201;9974.278444;4420.060979;39100.2318;8318.40875;17223.18006;3128.599561;0;5
62270.6897;5126.549991;21177.94464;1455.650935;677.0619903;30271.34787;13334.20002;1435.445262;43080.64719;0;5
5263.657999;493.7340215;10974.17998;12969.53447;16498.57751;23470.026;8891.051103;1864.241433;15633.55025;0;5
8077.532735;1977.935576;18511.44399;5881.483227;11397.23213;1426.62584;1886.517438;7050.97204;47475.64388;0;5
63673.86221;262.886637;5843.013734;228.3430294;8997.967837;25919.61001;17486.25904;11442.89796;50005.97543;0;5
24673.64261;4561.213076;1988.778011;5261.102103;17793.15431;45135.7702;13476.752;17298.47564;45002.9345;0;5
176365.4489;1769.537988;5069.624379;209.9636137;17029.3685;18369.48729;34044.06907;24509.75583;41807.65523;0;5
60906.36946;12294.53987;16889.41953;3920.863981;282.6956322;12863.48247;7951.629929;2251.824353;10016.91676;0;5
11135.56667;343.4641683;4670.593198;4656.818885;6678.54298;54999.44783;31165.12445;3041.220543;16318.85844;0;5
109785.6587;2642.787904;3755.637544;6343.281671;477.4199824;3311.722768;2823.045868;11878.15986;29299.88016;0;5
39714.30744;14112.10849;2423.02475;3249.65434;14406.41376;1970.148603;13356.51384;10024.59219;14371.62236;0;5
34343.91339;12057.54944;12254.23543;4873.783696;20211.02657;28411.36232;11769.34342;9789.405849;381.0955454;0;5
19898.45486;15162.58685;1452.323063;7827.34647;14921.05877;42827.75762;5366.256894;1297.312214;10806.84415;0;5
148755.0134;138.4073283;604.4533534;12208.79899;20945.8145;49201.96573;14.50697175;598.7945844;23199.68208;0;5
2413.247045;7542.600238;7717.825531;5402.001896;29345.71378;10898.17949;21498.16909;11813.72808;50676.26335;0;5
3480.287322;2961.821001;1762.706713;6375.14542;15276.59193;16439.11656;28661.51936;12541.04191;53057.94949;0;5
124934.3817;7.168535655;17620.12039;6278.897008;14764.47624;13296.38894;15177.56561;5620.008239;22090.04203;0;5
84638.89026;2555.301784;14.6938855;7647.340778;19843.62859;1596.145067;13172.22779;5552.537404;51149.37154;0;5
135243.3967;5353.824126;6023.240372;5995.370196;9798.939559;10504.98899;22631.6819;9189.186064;33732.3263;0;5
65599.92971;5681.885515;18382.84839;4729.582786;5373.315301;25323.31775;1923.543095;4857.476717;543.2840795;0;5
46395.07208;8359.25144;10209.59552;1546.869923;25282.97875;30473.69834;32553.43949;2608.486036;4914.436761;0;5
12441.42491;5587.173912;12668.99656;7834.810372;122.8648331;7048.296016;22930.20326;5837.0154;15685.73099;0;5
91531.7153;12073.86862;10333.85403;3000.123895;4714.15345;45748.29162;5783.2847;4776.062568;33709.57777;0;5
73118.38696;11079.12107;6937.263782;6585.489233;7639.237128;13557.6453;11213.97357;14387.0206;41465.55373;0;5
9756.528662;7898.169631;5042.941938;12112.52014;16562.83771;1954.666077;13877.62264;17541.89889;1091.078121;0;5
98840.26339;12899.47743;13095.02057;4884.607521;19155.35966;25993.4733;10395.32567;7234.389799;14930.08081;0;5
38624.27179;6229.834089;17535.80451;2749.748514;7850.52992;1905.594872;5996.64005;13657.3278;5733.111898;0;5
72231.34097;6891.45162;6579.074383;668.7692537;4497.506119;34926.07577;24839.29649;2073.368479;25318.68877;0;5
118646.1602;4173.873647;8125.949938;12720.98956;18916.9041;15460.0051;34150.68518;9767.560671;30120.29582;0;5
24830.47426;12914.04045;25204.77794;3733.401274;25046.37233;24073.18831;2703.826289;5607.036317;5477.423375;0;5
93682.28448;5731.569493;14677.0827;3774.521513;6201.356821;25244.61538;13708.5855;12049.72394;47112.24425;0;5
71236.8089;7731.011392;10091.50898;10573.22382;15534.15596;50728.01553;14376.60875;412.345554;2077.206255;0;5
46503.33355;6157.882496;7152.713887;1745.958357;17847.32866;18009.86949;3595.056376;13939.51951;40557.73738;0;5
70289.64286;8253.587588;3908.22698;4037.440307;16215.03389;8905.427619;11319.08609;14090.35178;9837.982417;0;5
131214.4516;9409.285265;29965.8619;4153.708702;6536.112591;16140.05292;743.8198875;14703.58422;6391.667862;0;5
182271.9508;11647.27838;19788.07277;14802.1025;13765.87194;28894.84327;24744.52415;12288.08904;48684.80151;0;5
93928.22221;9452.259556;11777.8957;12900.78127;5463.09132;32271.94798;33397.46685;1440.312621;9224.439263;0;5
78654.45516;2063.66344;13107.73183;3535.38421;7215.875839;43981.37012;110.5920936;4745.659136;16848.72827;0;5
41407.92861;2726.987411;19778.0002;9638.261238;17751.46498;11131.1779;19463.04486;6590.292804;10499.76427;0;5
178559.2677;4185.583944;9864.506972;7890.394934;17266.83485;67966.03146;8216.798967;3612.590878;26786.50253;0;5
67367.68217;526.9471913;15722.7263;9790.250959;9961.478271;15998.6907;4449.135497;2175.65978;4551.445654;0;5
53783.92907;6267.579508;10499.04441;6603.916886;19161.87455;12166.43847;15435.26897;4630.942115;18030.89192;0;5
101276.6298;1670.903636;5858.761939;285.3546317;21228.16983;44194.76365;3965.42483;10588.17315;16783.42572;0;5
11780.78348;1856.897269;12336.24418;8663.400365;6812.498148;47980.19581;21763.54468;17061.83268;9785.09771;0;5
90879.39838;7501.876534;10143.94293;7384.713673;23225.9233;25126.224;6794.093492;5697.748138;7998.083393;0;5
30352.92859;284.5650512;15341.22896;565.8404243;9649.348856;38172.07292;14778.93668;15852.14877;24075.51562;0;5
211921.6592;7908.578712;13188.11259;6149.067998;15053.44346;15880.10767;24752.22342;12721.93377;30712.8863;0;5
12663.6334;7317.599126;7066.487463;820.0540211;7050.942237;43238.26325;17365.87181;1655.292483;27021.84178;0;5
7788.849392;482.4717085;9028.214431;4626.21904;10997.16484;14406.9107;10873.15629;10688.29075;17633.72968;0;5
